Plot,SiteCode,SiteCode_Plot,AcceptedGenus,AcceptedSpecies,NameCheck,Genus_Species_combo,PercentCoverAlive,PercentCoverDead,AbundanceAlive_count,AbundanceDead_count,MeanCanopyDiameter_cm,Clonal,SeasonallyApparent,Name,reflectance
T077,capepoint,capepoint_T077,Hypodiscus,aristatus,5884.0,Hypodiscus aristatus,2.25,0.0,7.0,0.0,60.0,yes,1.0,T085; Agathosma serpyllacea; Proteaceae,"[[-0.02805173 -0.01401773 -0.02303416 ...  0.0161556   0.00948888
   0.01373368]
 [ 0.0140897   0.00876731  0.01007777 ...  0.00667319  0.01284224
   0.00621121]
 [ 0.01077241  0.01057616  0.00571337 ...  0.00153993 -0.00529875
   0.00871986]
 [-0.0032563  -0.00330041 -0.00385073 ...  0.00438526  0.00186402
   0.00028955]
 [ 0.00577833 -0.00014358  0.00078608 ...  0.00712478  0.0068076
   0.00194564]
 [ 0.00358737  0.00913811  0.00193861 ... -0.00354525  0.00526372
   0.01790041]]"
T077,capepoint,capepoint_T077,Diastella,divaricata,2990.0,Diastella divaricata,1.75,0.0,1.0,0.0,90.0,no,1.0,T085; Agathosma serpyllacea; Proteaceae,"[[-0.02805173 -0.01401773 -0.02303416 ...  0.0161556   0.00948888
   0.01373368]
 [ 0.0140897   0.00876731  0.01007777 ...  0.00667319  0.01284224
   0.00621121]
 [ 0.01077241  0.01057616  0.00571337 ...  0.00153993 -0.00529875
   0.00871986]
 [-0.0032563  -0.00330041 -0.00385073 ...  0.00438526  0.00186402
   0.00028955]
 [ 0.00577833 -0.00014358  0.00078608 ...  0.00712478  0.0068076
   0.00194564]
 [ 0.00358737  0.00913811  0.00193861 ... -0.00354525  0.00526372
   0.01790041]]"
T077,capepoint,capepoint_T077,Thamnochortus,arenarius,10969.0,Thamnochortus arenarius,1.5,0.0,17.0,0.0,26.25,yes,1.0,T085; Agathosma serpyllacea; Proteaceae,"[[-0.02805173 -0.01401773 -0.02303416 ...  0.0161556   0.00948888
   0.01373368]
 [ 0.0140897   0.00876731  0.01007777 ...  0.00667319  0.01284224
   0.00621121]
 [ 0.01077241  0.01057616  0.00571337 ...  0.00153993 -0.00529875
   0.00871986]
 [-0.0032563  -0.00330041 -0.00385073 ...  0.00438526  0.00186402
   0.00028955]
 [ 0.00577833 -0.00014358  0.00078608 ...  0.00712478  0.0068076
   0.00194564]
 [ 0.00358737  0.00913811  0.00193861 ... -0.00354525  0.00526372
   0.01790041]]"
T077,capepoint,capepoint_T077,Aristea,africana,886.0,Aristea africana,0.875,0.0,70.0,0.0,8.0,yes,1.0,T085; Agathosma serpyllacea; Proteaceae,"[[-0.02805173 -0.01401773 -0.02303416 ...  0.0161556   0.00948888
   0.01373368]
 [ 0.0140897   0.00876731  0.01007777 ...  0.00667319  0.01284224
   0.00621121]
 [ 0.01077241  0.01057616  0.00571337 ...  0.00153993 -0.00529875
   0.00871986]
 [-0.0032563  -0.00330041 -0.00385073 ...  0.00438526  0.00186402
   0.00028955]
 [ 0.00577833 -0.00014358  0.00078608 ...  0.00712478  0.0068076
   0.00194564]
 [ 0.00358737  0.00913811  0.00193861 ... -0.00354525  0.00526372
   0.01790041]]"
T077,capepoint,capepoint_T077,Erica,imbricata,3893.0,Erica imbricata,0.875,0.125,8.0,2.0,28.75,no,1.0,T085; Agathosma serpyllacea; Proteaceae,"[[-0.02805173 -0.01401773 -0.02303416 ...  0.0161556   0.00948888
   0.01373368]
 [ 0.0140897   0.00876731  0.01007777 ...  0.00667319  0.01284224
   0.00621121]
 [ 0.01077241  0.01057616  0.00571337 ...  0.00153993 -0.00529875
   0.00871986]
 [-0.0032563  -0.00330041 -0.00385073 ...  0.00438526  0.00186402
   0.00028955]
 [ 0.00577833 -0.00014358  0.00078608 ...  0.00712478  0.0068076
   0.00194564]
 [ 0.00358737  0.00913811  0.00193861 ... -0.00354525  0.00526372
   0.01790041]]"
T077,capepoint,capepoint_T077,Erica,subcapitata,4205.0,Erica subcapitata,0.75,0.0,2.0,0.0,70.0,no,1.0,T085; Agathosma serpyllacea; Proteaceae,"[[-0.02805173 -0.01401773 -0.02303416 ...  0.0161556   0.00948888
   0.01373368]
 [ 0.0140897   0.00876731  0.01007777 ...  0.00667319  0.01284224
   0.00621121]
 [ 0.01077241  0.01057616  0.00571337 ...  0.00153993 -0.00529875
   0.00871986]
 [-0.0032563  -0.00330041 -0.00385073 ...  0.00438526  0.00186402
   0.00028955]
 [ 0.00577833 -0.00014358  0.00078608 ...  0.00712478  0.0068076
   0.00194564]
 [ 0.00358737  0.00913811  0.00193861 ... -0.00354525  0.00526372
   0.01790041]]"
T077,capepoint,capepoint_T077,Erica,plukenetii,4102.0,Erica plukenetii,0.5,0.0,2.0,0.0,50.0,no,1.0,T085; Agathosma serpyllacea; Proteaceae,"[[-0.02805173 -0.01401773 -0.02303416 ...  0.0161556   0.00948888
   0.01373368]
 [ 0.0140897   0.00876731  0.01007777 ...  0.00667319  0.01284224
   0.00621121]
 [ 0.01077241  0.01057616  0.00571337 ...  0.00153993 -0.00529875
   0.00871986]
 [-0.0032563  -0.00330041 -0.00385073 ...  0.00438526  0.00186402
   0.00028955]
 [ 0.00577833 -0.00014358  0.00078608 ...  0.00712478  0.0068076
   0.00194564]
 [ 0.00358737  0.00913811  0.00193861 ... -0.00354525  0.00526372
   0.01790041]]"
T077,capepoint,capepoint_T077,Stoebe,cinerea,10726.0,Stoebe cinerea,0.375,0.0,1.0,0.0,45.0,no,1.0,T085; Agathosma serpyllacea; Proteaceae,"[[-0.02805173 -0.01401773 -0.02303416 ...  0.0161556   0.00948888
   0.01373368]
 [ 0.0140897   0.00876731  0.01007777 ...  0.00667319  0.01284224
   0.00621121]
 [ 0.01077241  0.01057616  0.00571337 ...  0.00153993 -0.00529875
   0.00871986]
 [-0.0032563  -0.00330041 -0.00385073 ...  0.00438526  0.00186402
   0.00028955]
 [ 0.00577833 -0.00014358  0.00078608 ...  0.00712478  0.0068076
   0.00194564]
 [ 0.00358737  0.00913811  0.00193861 ... -0.00354525  0.00526372
   0.01790041]]"
T077,capepoint,capepoint_T077,Thesium,viridifolium,11109.0,Thesium viridifolium,0.375,0.0,2.0,0.0,45.0,no,1.0,T085; Agathosma serpyllacea; Proteaceae,"[[-0.02805173 -0.01401773 -0.02303416 ...  0.0161556   0.00948888
   0.01373368]
 [ 0.0140897   0.00876731  0.01007777 ...  0.00667319  0.01284224
   0.00621121]
 [ 0.01077241  0.01057616  0.00571337 ...  0.00153993 -0.00529875
   0.00871986]
 [-0.0032563  -0.00330041 -0.00385073 ...  0.00438526  0.00186402
   0.00028955]
 [ 0.00577833 -0.00014358  0.00078608 ...  0.00712478  0.0068076
   0.00194564]
 [ 0.00358737  0.00913811  0.00193861 ... -0.00354525  0.00526372
   0.01790041]]"
T077,capepoint,capepoint_T077,Macrostylis,villosa,7064.0,Macrostylis villosa,0.3125,0.0,5.0,0.0,20.0,yes,1.0,T085; Agathosma serpyllacea; Proteaceae,"[[-0.02805173 -0.01401773 -0.02303416 ...  0.0161556   0.00948888
   0.01373368]
 [ 0.0140897   0.00876731  0.01007777 ...  0.00667319  0.01284224
   0.00621121]
 [ 0.01077241  0.01057616  0.00571337 ...  0.00153993 -0.00529875
   0.00871986]
 [-0.0032563  -0.00330041 -0.00385073 ...  0.00438526  0.00186402
   0.00028955]
 [ 0.00577833 -0.00014358  0.00078608 ...  0.00712478  0.0068076
   0.00194564]
 [ 0.00358737  0.00913811  0.00193861 ... -0.00354525  0.00526372
   0.01790041]]"
T077,capepoint,capepoint_T077,Metalasia,densa,7321.0,Metalasia densa,0.25,0.375,1.0,1.0,47.5,no,1.0,T085; Agathosma serpyllacea; Proteaceae,"[[-0.02805173 -0.01401773 -0.02303416 ...  0.0161556   0.00948888
   0.01373368]
 [ 0.0140897   0.00876731  0.01007777 ...  0.00667319  0.01284224
   0.00621121]
 [ 0.01077241  0.01057616  0.00571337 ...  0.00153993 -0.00529875
   0.00871986]
 [-0.0032563  -0.00330041 -0.00385073 ...  0.00438526  0.00186402
   0.00028955]
 [ 0.00577833 -0.00014358  0.00078608 ...  0.00712478  0.0068076
   0.00194564]
 [ 0.00358737  0.00913811  0.00193861 ... -0.00354525  0.00526372
   0.01790041]]"
T077,capepoint,capepoint_T077,Aspalathus,carnosa,1001.0,Aspalathus carnosa,0.1875,0.0,1.0,0.0,45.0,no,1.0,T085; Agathosma serpyllacea; Proteaceae,"[[-0.02805173 -0.01401773 -0.02303416 ...  0.0161556   0.00948888
   0.01373368]
 [ 0.0140897   0.00876731  0.01007777 ...  0.00667319  0.01284224
   0.00621121]
 [ 0.01077241  0.01057616  0.00571337 ...  0.00153993 -0.00529875
   0.00871986]
 [-0.0032563  -0.00330041 -0.00385073 ...  0.00438526  0.00186402
   0.00028955]
 [ 0.00577833 -0.00014358  0.00078608 ...  0.00712478  0.0068076
   0.00194564]
 [ 0.00358737  0.00913811  0.00193861 ... -0.00354525  0.00526372
   0.01790041]]"
T077,capepoint,capepoint_T077,Erica,corifolia,3749.0,Erica corifolia,0.125,0.0625,1.0,1.0,22.0,no,1.0,T085; Agathosma serpyllacea; Proteaceae,"[[-0.02805173 -0.01401773 -0.02303416 ...  0.0161556   0.00948888
   0.01373368]
 [ 0.0140897   0.00876731  0.01007777 ...  0.00667319  0.01284224
   0.00621121]
 [ 0.01077241  0.01057616  0.00571337 ...  0.00153993 -0.00529875
   0.00871986]
 [-0.0032563  -0.00330041 -0.00385073 ...  0.00438526  0.00186402
   0.00028955]
 [ 0.00577833 -0.00014358  0.00078608 ...  0.00712478  0.0068076
   0.00194564]
 [ 0.00358737  0.00913811  0.00193861 ... -0.00354525  0.00526372
   0.01790041]]"
T079,capepoint,capepoint_T079,Metalasia,muricata,7338.0,Metalasia muricata,60.0,0.0,215.0,0.0,65.0,no,1.0,T077; Erica abietina; Asteraceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T079,capepoint,capepoint_T079,Stoebe,cinerea,10726.0,Stoebe cinerea,12.25,0.0,60.0,0.0,58.75,no,1.0,T077; Erica abietina; Asteraceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T079,capepoint,capepoint_T079,Erica,plukenetii,4102.0,Erica plukenetii,2.625,0.0,19.0,0.0,45.0,no,1.0,T077; Erica abietina; Asteraceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T079,capepoint,capepoint_T079,Erica,abietina,3616.0,Erica abietina,2.25,0.0,10.0,0.0,58.333333333333336,no,1.0,T077; Erica abietina; Asteraceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T079,capepoint,capepoint_T079,Erica,subcapitata,4205.0,Erica subcapitata,0.375,0.0,1.0,0.0,50.0,no,1.0,T077; Erica abietina; Asteraceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T079,capepoint,capepoint_T079,Searsia,laevigata,10129.0,Searsia laevigata,0.25,0.0,1.0,,50.0,yes,1.0,T077; Erica abietina; Asteraceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T081,capepoint,capepoint_T081,Erica,labialis,3936.0,Erica labialis,25.0,1.25,190.0,11.0,61.25,no,1.0,T076; Aspalathus carnosa; Proteaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T081,capepoint,capepoint_T081,Diastella,divaricata,2990.0,Diastella divaricata,11.5,3.0,10.0,3.0,115.0,no,1.0,T076; Aspalathus carnosa; Proteaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T081,capepoint,capepoint_T081,Leucadendron,laureolum,6693.0,Leucadendron laureolum,8.75,0.75,7.0,1.0,106.66666666666669,no,1.0,T076; Aspalathus carnosa; Proteaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T081,capepoint,capepoint_T081,Erica,subcapitata,4205.0,Erica subcapitata,8.25,0.25,91.0,2.0,42.5,no,1.0,T076; Aspalathus carnosa; Proteaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T081,capepoint,capepoint_T081,Staberoha,cernua,10637.0,Staberoha cernua,5.75,0.0,63.0,0.0,38.75,yes,1.0,T076; Aspalathus carnosa; Proteaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T081,capepoint,capepoint_T081,Erica,glabella,3846.0,Erica glabella,3.75,0.25,33.0,2.0,41.66666666666666,no,1.0,T076; Aspalathus carnosa; Proteaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T081,capepoint,capepoint_T081,Aspalathus,carnosa,1001.0,Aspalathus carnosa,3.375,0.75,11.0,2.0,51.25,no,1.0,T076; Aspalathus carnosa; Proteaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T081,capepoint,capepoint_T081,Tetraria,thermalis,10948.0,Tetraria thermalis,2.25,0.0,2.0,0.0,92.5,yes,1.0,T076; Aspalathus carnosa; Proteaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T081,capepoint,capepoint_T081,Elegia,stipularis,3509.0,Elegia stipularis,2.0,0.125,29.0,1.0,31.25,yes,1.0,T076; Aspalathus carnosa; Proteaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T081,capepoint,capepoint_T081,Hypodiscus,aristatus,5884.0,Hypodiscus aristatus,1.5,0.0,17.0,0.0,35.0,yes,1.0,T076; Aspalathus carnosa; Proteaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T081,capepoint,capepoint_T081,Restio,cincinnatus,9501.0,Restio cincinnatus,0.5,0.0,1.0,0.0,50.0,yes,1.0,T076; Aspalathus carnosa; Proteaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T081,capepoint,capepoint_T081,Saltera,sarcocolla,10001.0,Saltera sarcocolla,0.375,0.0,2.0,0.0,42.5,yes,1.0,T076; Aspalathus carnosa; Proteaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T081,capepoint,capepoint_T081,Erica,imbricata,3893.0,Erica imbricata,0.125,0.0,3.0,0.0,25.0,no,1.0,T076; Aspalathus carnosa; Proteaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T081,capepoint,capepoint_T081,Erica,mammosa,3987.0,Erica mammosa,0.125,0.0,1.0,0.0,45.0,no,1.0,T076; Aspalathus carnosa; Proteaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T081,capepoint,capepoint_T081,Erica,pulchella,4121.0,Erica pulchella,0.125,0.0,2.0,0.0,30.0,no,1.0,T076; Aspalathus carnosa; Proteaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T081,capepoint,capepoint_T081,Mimetes,fimbriifolius,7397.0,Mimetes fimbriifolius,0.0,0.375,0.0,1.0,45.0,no,1.0,T076; Aspalathus carnosa; Proteaceae,"[[-0.02726024 -0.02580875 -0.02726024 ...  0.00489914  0.00487676
   0.00444767]
 [ 0.00458601  0.00444767  0.0053748  ...  0.00672585  0.00010783
   0.00709735]
 [ 0.00010783 -0.0017179  -0.00431624 ... -0.00999999 -0.01000002
  -0.00999999]
 [-0.01000002  0.00084102  0.00195263 ...  0.03107548 -0.00254641
   0.00321074]]"
T085,capepoint,capepoint_T085,Erica,capensis,3711.0,Erica capensis,55.75,0.0,355.0,0.0,30.0,no,1.0,T074; Cliffortia subsetacea; Ericaceae,"[[-1.9718707e-02 -2.4624167e-02 -2.0099103e-02 ...  8.6692274e-03
   1.1859000e-02  7.9440763e-03]
 [ 9.1145933e-03  1.1607885e-02  7.9236021e-03 ...  5.6167091e-03
   5.2699000e-03  8.9302957e-03]
 [ 6.8417783e-03  4.8461854e-03  7.4056089e-03 ... -3.5522804e-03
   3.2296253e-03  8.3126500e-04]
 [-3.5522804e-03 -2.3031158e-03  8.3326399e-03 ...  8.0683082e-04
  -9.7680092e-04  1.5133022e-03]
 [-7.5413147e-05 -9.7680092e-04  3.3654270e-03 ...  3.3342165e-03
   2.1296740e-03  4.6723187e-03]
 [ 2.5628952e-03  2.6830584e-03  4.6723187e-03 ...  9.3033016e-03
   2.9469205e-03 -3.2409787e-02]]"
T085,capepoint,capepoint_T085,Elegia,cuspidata,3476.0,Elegia cuspidata,11.75,3.5,102.0,16.0,30.0,yes,1.0,T074; Cliffortia subsetacea; Ericaceae,"[[-1.9718707e-02 -2.4624167e-02 -2.0099103e-02 ...  8.6692274e-03
   1.1859000e-02  7.9440763e-03]
 [ 9.1145933e-03  1.1607885e-02  7.9236021e-03 ...  5.6167091e-03
   5.2699000e-03  8.9302957e-03]
 [ 6.8417783e-03  4.8461854e-03  7.4056089e-03 ... -3.5522804e-03
   3.2296253e-03  8.3126500e-04]
 [-3.5522804e-03 -2.3031158e-03  8.3326399e-03 ...  8.0683082e-04
  -9.7680092e-04  1.5133022e-03]
 [-7.5413147e-05 -9.7680092e-04  3.3654270e-03 ...  3.3342165e-03
   2.1296740e-03  4.6723187e-03]
 [ 2.5628952e-03  2.6830584e-03  4.6723187e-03 ...  9.3033016e-03
   2.9469205e-03 -3.2409787e-02]]"
T085,capepoint,capepoint_T085,Erica,clavisepala,3735.0,Erica clavisepala,9.5,0.0,108.0,0.0,40.0,no,1.0,T074; Cliffortia subsetacea; Ericaceae,"[[-1.9718707e-02 -2.4624167e-02 -2.0099103e-02 ...  8.6692274e-03
   1.1859000e-02  7.9440763e-03]
 [ 9.1145933e-03  1.1607885e-02  7.9236021e-03 ...  5.6167091e-03
   5.2699000e-03  8.9302957e-03]
 [ 6.8417783e-03  4.8461854e-03  7.4056089e-03 ... -3.5522804e-03
   3.2296253e-03  8.3126500e-04]
 [-3.5522804e-03 -2.3031158e-03  8.3326399e-03 ...  8.0683082e-04
  -9.7680092e-04  1.5133022e-03]
 [-7.5413147e-05 -9.7680092e-04  3.3654270e-03 ...  3.3342165e-03
   2.1296740e-03  4.6723187e-03]
 [ 2.5628952e-03  2.6830584e-03  4.6723187e-03 ...  9.3033016e-03
   2.9469205e-03 -3.2409787e-02]]"
T085,capepoint,capepoint_T085,Elegia,nuda,3501.0,Elegia nuda,3.75,0.0,17.0,0.0,36.25,yes,1.0,T074; Cliffortia subsetacea; Ericaceae,"[[-1.9718707e-02 -2.4624167e-02 -2.0099103e-02 ...  8.6692274e-03
   1.1859000e-02  7.9440763e-03]
 [ 9.1145933e-03  1.1607885e-02  7.9236021e-03 ...  5.6167091e-03
   5.2699000e-03  8.9302957e-03]
 [ 6.8417783e-03  4.8461854e-03  7.4056089e-03 ... -3.5522804e-03
   3.2296253e-03  8.3126500e-04]
 [-3.5522804e-03 -2.3031158e-03  8.3326399e-03 ...  8.0683082e-04
  -9.7680092e-04  1.5133022e-03]
 [-7.5413147e-05 -9.7680092e-04  3.3654270e-03 ...  3.3342165e-03
   2.1296740e-03  4.6723187e-03]
 [ 2.5628952e-03  2.6830584e-03  4.6723187e-03 ...  9.3033016e-03
   2.9469205e-03 -3.2409787e-02]]"
T085,capepoint,capepoint_T085,Restio,dodii,9520.0,Restio dodii,3.0,0.0,77.0,0.0,21.25,yes,1.0,T074; Cliffortia subsetacea; Ericaceae,"[[-1.9718707e-02 -2.4624167e-02 -2.0099103e-02 ...  8.6692274e-03
   1.1859000e-02  7.9440763e-03]
 [ 9.1145933e-03  1.1607885e-02  7.9236021e-03 ...  5.6167091e-03
   5.2699000e-03  8.9302957e-03]
 [ 6.8417783e-03  4.8461854e-03  7.4056089e-03 ... -3.5522804e-03
   3.2296253e-03  8.3126500e-04]
 [-3.5522804e-03 -2.3031158e-03  8.3326399e-03 ...  8.0683082e-04
  -9.7680092e-04  1.5133022e-03]
 [-7.5413147e-05 -9.7680092e-04  3.3654270e-03 ...  3.3342165e-03
   2.1296740e-03  4.6723187e-03]
 [ 2.5628952e-03  2.6830584e-03  4.6723187e-03 ...  9.3033016e-03
   2.9469205e-03 -3.2409787e-02]]"
T085,capepoint,capepoint_T085,Cliffortia,subsetacea,2304.0,Cliffortia subsetacea,2.25,0.0,75.0,0.0,18.0,no,1.0,T074; Cliffortia subsetacea; Ericaceae,"[[-1.9718707e-02 -2.4624167e-02 -2.0099103e-02 ...  8.6692274e-03
   1.1859000e-02  7.9440763e-03]
 [ 9.1145933e-03  1.1607885e-02  7.9236021e-03 ...  5.6167091e-03
   5.2699000e-03  8.9302957e-03]
 [ 6.8417783e-03  4.8461854e-03  7.4056089e-03 ... -3.5522804e-03
   3.2296253e-03  8.3126500e-04]
 [-3.5522804e-03 -2.3031158e-03  8.3326399e-03 ...  8.0683082e-04
  -9.7680092e-04  1.5133022e-03]
 [-7.5413147e-05 -9.7680092e-04  3.3654270e-03 ...  3.3342165e-03
   2.1296740e-03  4.6723187e-03]
 [ 2.5628952e-03  2.6830584e-03  4.6723187e-03 ...  9.3033016e-03
   2.9469205e-03 -3.2409787e-02]]"
