Plot,SiteCode,SiteCode_Plot,AcceptedGenus,AcceptedSpecies,NameCheck,Genus_Species_combo,PercentCoverAlive,PercentCoverDead,AbundanceAlive_count,AbundanceDead_count,MeanCanopyDiameter_cm,Clonal,SeasonallyApparent
T164,westcoast,westcoast_T164,Eriocephalus,racemosus,4311,Eriocephalus racemosus,19.5,0,29,0,85,no,NA
T164,westcoast,westcoast_T164,Willdenowia,incurvata,11622,Willdenowia incurvata,17.5,1.5,30,6,93.33333333333333,no,NA
T164,westcoast,westcoast_T164,Helichrysum,moeserianum,5460,Helichrysum moeserianum,14.75,0,100,0,28.75,no,NA
T164,westcoast,westcoast_T164,Colpoon,compressum,2377,Colpoon compressum,13.5,0,7,0,123.33333333333333,yes,NA
T164,westcoast,westcoast_T164,Pterocelastrus,tricuspidatus,9327,Pterocelastrus tricuspidatus,3.75,0,2,0,150,yes,NA
T164,westcoast,westcoast_T164,Asparagus,capensis,1229,Asparagus capensis,3,0,5,0,60,yes,NA
T164,westcoast,westcoast_T164,Helichrysum,revolutum,5479,Helichrysum revolutum,3,0,8,0,60,no,NA
T164,westcoast,westcoast_T164,Putterlickia,pyracantha,9415,Putterlickia pyracantha,2.25,0,8,0,50,yes,NA
T164,westcoast,westcoast_T164,Roepera,morgsana,9725,Roepera morgsana,1.25,0,2,0,50,no,NA
T164,westcoast,westcoast_T164,Othonna,cylindrica,8227,Othonna cylindrica,1,0,5,0,40,no,NA
T164,westcoast,westcoast_T164,Tetragonia,fruticosa,10898,Tetragonia fruticosa,0.75,0,2,0,50,no,NA
T166,cederberg,cederberg_T166,Ehrharta,calycina,3442,Ehrharta calycina,11,0,39,0,52.5,yes,NA
T166,cederberg,cederberg_T166,Eriocephalus,africanus,4291,Eriocephalus africanus,7.25,0,25,0,45,no,NA
T166,cederberg,cederberg_T166,Antimima,NA,#N/A,Antimima,6,0.75,24,3,45,no,NA
T166,cederberg,cederberg_T166,Tetragonia,fruticosa,10898,Tetragonia fruticosa,6,0,11,0,75,no,NA
T166,cederberg,cederberg_T166,Passerina,truncata,8528,Passerina truncata,5,4.5,12,8,70,no,NA
T166,cederberg,cederberg_T166,Anthospermum,spathulatum,667,Anthospermum spathulatum,4,0,19,0,40,no,NA
T166,cederberg,cederberg_T166,Aspalathus,petersonii,1138,Aspalathus petersonii,3.75,0,3,0,110,yes,NA
T166,cederberg,cederberg_T166,Othonna,spinescens,8274,Othonna spinescens,2.5,0,1,0,160,no,NA
T166,cederberg,cederberg_T166,Thesium,karooicum,11059,Thesium karooicum,2.5,0,4,0,75,no,NA
T166,cederberg,cederberg_T166,Pteronia,cinerea,9337,Pteronia cinerea,1.5,0,2,0,100,no,NA
T166,cederberg,cederberg_T166,Polygala,garcinii,9041,Polygala garcinii,1.25,0,8,0,60,no,NA
T166,cederberg,cederberg_T166,Arctotis,adpressa,791,Arctotis adpressa,1,0,2,0,50,no,NA
T166,cederberg,cederberg_T166,Stoebe,fusca,10728,Stoebe fusca,1,0,1,0,80,no,NA
T168,cederberg,cederberg_T168,Cliffortia,baccans,2202,Cliffortia baccans,13.25,3.5,33,8,65,no,NA
T168,cederberg,cederberg_T168,Cannomois,schlechteri,1783,Cannomois schlechteri,12.5,2,17,5,100,yes,NA
T168,cederberg,cederberg_T168,Passerina,truncata,8528,Passerina truncata,8.75,2,17,6,46.666666666666664,no,NA
T168,cederberg,cederberg_T168,Eriocephalus,africanus,4291,Eriocephalus africanus,6,0,39,0,35,no,NA
T168,cederberg,cederberg_T168,Elytropappus,rhinocerotis,3530,Elytropappus rhinocerotis,5.25,0,8,0,80,no,NA
T168,cederberg,cederberg_T168,Restio,ocreatus,9571,Restio ocreatus,2.5,0,4,0,73.33333333333333,yes,NA
T168,cederberg,cederberg_T168,Restio,vimineus,9635,Restio vimineus,2,0,9,0,55,yes,NA
T168,cederberg,cederberg_T168,Anthospermum,spathulatum,667,Anthospermum spathulatum,1.25,0.5,8,2,40,no,NA
T168,cederberg,cederberg_T168,Metalasia,fastigiata,7327,Metalasia fastigiata,1.25,0,1,0,100,no,NA
T168,cederberg,cederberg_T168,Stoebe,fusca,10728,Stoebe fusca,1.25,0,2,0,50,no,NA
T168,cederberg,cederberg_T168,Centella,glauca,1889,Centella glauca,1,0,2,0,80,no,NA
T168,cederberg,cederberg_T168,Phylica,rigidifolia,#N/A,Phylica rigidifolia,1,0,1,0,100,no,NA
T169,cederberg,cederberg_T169,Thamnochortus,bachmannii,10970,Thamnochortus bachmannii,22.75,2,56,6,71.25,yes,1
T169,cederberg,cederberg_T169,Stoebe,plumosa,10737,Stoebe plumosa,5,1.75,4,2,101.66666666666667,no,1
T169,cederberg,cederberg_T169,Macrostylis,squarrosa,7062,Macrostylis squarrosa,3,0,19,0,31.25,no,1
T169,cederberg,cederberg_T169,Willdenowia,sulcata,11627,Willdenowia sulcata,2.75,0,4,0,75,yes,1
T169,cederberg,cederberg_T169,Ruschia,NA,#N/A,Ruschia,1.875,0,8,0,40,no,1
T169,cederberg,cederberg_T169,Tetraria,microstachys,10937,Tetraria microstachys,1.375,0,31,0,18.25,yes,1
T169,cederberg,cederberg_T169,Eriocephalus,ericoides,4297,Eriocephalus ericoides,1,0,7,0,32.5,no,1
T169,cederberg,cederberg_T169,Stoebe,capitata,10725,Stoebe capitata,1,0,3,0,47.5,no,1
T169,cederberg,cederberg_T169,Anthospermum,aethiopicum,654,Anthospermum aethiopicum,0.5625,0,14,0,15,no,1
T169,cederberg,cederberg_T169,Restio,sieberi,9611,Restio sieberi,0.5,0,2,0,40,yes,1
T169,cederberg,cederberg_T169,Stoeberia,NA,#N/A,Stoeberia,0.5,0,2,0,40,no,1
T169,cederberg,cederberg_T169,Trachyandra,falcata,11131,Trachyandra falcata,0.4375,0,11,0,15,yes,1
T169,cederberg,cederberg_T169,Crassula,fascicularis,2586,Crassula fascicularis,0.375,0,11,0,18,no,1
T169,cederberg,cederberg_T169,Euryops,wageneri,4604,Euryops wageneri,0.0625,0,1,0,10,no,1
T169,cederberg,cederberg_T169,Oxalis,versicolor,8459,Oxalis versicolor,0.025,0,2,0,2,yes,1
T170,cederberg,cederberg_T170,Leucadendron,pubescens,6713,Leucadendron pubescens,18.75,0,25,0,95,no,NA
T170,cederberg,cederberg_T170,Leucadendron,glaberrimum,6687,Leucadendron glaberrimum,11.5,1,16,1,93.33333333333333,no,NA
T170,cederberg,cederberg_T170,Elytropappus,gnaphaloides,3525,Elytropappus gnaphaloides,8.75,4.75,27,9,68.75,no,NA
T170,cederberg,cederberg_T170,Eriocephalus,africanus,4291,Eriocephalus africanus,8.5,0,30,0,47.5,no,NA
T170,cederberg,cederberg_T170,Hypodiscus,neesii,5887,Hypodiscus neesii,5.75,0,16,0,62.5,yes,NA
T170,cederberg,cederberg_T170,Phylica,ambigua,8869,Phylica ambigua,5,0,16,0,60,no,NA
T170,cederberg,cederberg_T170,Struthiola,ciliata,10797,Struthiola ciliata,2.25,0,11,0,40,no,NA
T170,cederberg,cederberg_T170,Pteronia,aspera,#N/A,Pteronia aspera,2,0,14,0,30,no,NA
T170,cederberg,cederberg_T170,Ursinia,anthemoides,11380,Ursinia anthemoides,2,0,25,0,20,no,NA
T170,cederberg,cederberg_T170,Cliffortia,baccans,2202,Cliffortia baccans,1.25,0,3,0,70,no,NA
T170,cederberg,cederberg_T170,scrof,NA,#N/A,scrof,1.25,0,5,0,60,no,NA
T171,cederberg,cederberg_T171,Thamnochortus,bachmannii,10970,Thamnochortus bachmannii,30,0,36,0,63.75,yes,1
T171,cederberg,cederberg_T171,Leucadendron,arcuatum,6657,Leucadendron arcuatum,10.0625,1.25,10,1,80,no,1
T171,cederberg,cederberg_T171,Stoebe,cinerea,10726,Stoebe cinerea,8.25,0,15,0,48.75,no,1
T171,cederberg,cederberg_T171,Cymbopogon,marginatus,2768,Cymbopogon marginatus,7,0,18,0,40,yes,1
T171,cederberg,cederberg_T171,Willdenowia,teres,11628,Willdenowia teres,5.25,0,16,0,47.5,yes,1
T171,cederberg,cederberg_T171,Restio,laniger,9549,Restio laniger,4.75,0,7,0,78.33333333333333,yes,NA
T171,cederberg,cederberg_T171,Lachnospermum,fasciculatum,6411,Lachnospermum fasciculatum,3.75,0,2,0,100,no,1
T171,cederberg,cederberg_T171,Diospyros,glabra,3085,Diospyros glabra,1.25,0,1,0,100,yes,1
T171,cederberg,cederberg_T171,Restio,similis,9612,Restio similis,1.25,0,3,0,50,yes,1
T171,cederberg,cederberg_T171,Ficinia,pinguior,4741,Ficinia pinguior,0.75,0,4,0,35,yes,1
T171,cederberg,cederberg_T171,Anthospermum,aethiopicum,654,Anthospermum aethiopicum,0.25,0.0625,1,1,22.5,no,1
T171,cederberg,cederberg_T171,Macrostylis,squarrosa,7062,Macrostylis squarrosa,0.25,0,1,0,25,no,1
T171,cederberg,cederberg_T171,Thesium,strictum,11101,Thesium strictum,0.0625,0.0625,1,1,15,no,1
T172,westcoast,westcoast_T172,Helichrysum,revolutum,5479,Helichrysum revolutum,17.5,0,17,0,98.75,no,1
T172,westcoast,westcoast_T172,Roepera,morgsana,9725,Roepera morgsana,13.25,0,9,0,113.33333333333333,no,1
T172,westcoast,westcoast_T172,Osteospermum,incanum,8139,Osteospermum incanum,7.5,0,2,0,220,no,1
T172,westcoast,westcoast_T172,Tetragonia,fruticosa,10898,Tetragonia fruticosa,6.25,0,6,0,70,no,1
T172,westcoast,westcoast_T172,Pteronia,divaricata,9339,Pteronia divaricata,2,0,2,0,100,no,1
T172,westcoast,westcoast_T172,Cissampelos,capensis,2166,Cissampelos capensis,1.25,0,2,0,8,no,1
T172,westcoast,westcoast_T172,Salvia,africana-lutea,10003,Salvia africana-lutea,1.25,0,1,0,85,no,1
T172,westcoast,westcoast_T172,Euclea,racemosa,4435,Euclea racemosa,1,0,1,0,76,no,1
T172,westcoast,westcoast_T172,Euphorbia,burmanii,4460,Euphorbia burmanii,0.75,0,1,0,65,no,1
T173,westcoast,westcoast_T173,Willdenowia,incurvata,11622,Willdenowia incurvata,18.75,4.5,2,0,350,yes,1
T173,westcoast,westcoast_T173,Euclea,racemosa,4435,Euclea racemosa,8.75,0,2,0,130,yes,1
T173,westcoast,westcoast_T173,Olea,exasperata,8007,Olea exasperata,7.5,0,1,0,250,yes,1
T173,westcoast,westcoast_T173,Euphorbia,mauritanica,4505,Euphorbia mauritanica,3.75,0,3,0,100,no,1
T173,westcoast,westcoast_T173,Muraltia,spinosa,7803,Muraltia spinosa,3.25,0.5,3,0,90,no,1
T173,westcoast,westcoast_T173,Dipogon,lignosus,3097,Dipogon lignosus,1.5,0,4,0,90,no,1
T173,westcoast,westcoast_T173,Cotyledon,orbiculata,2537,Cotyledon orbiculata,1,0,2,0,80,no,1
T173,westcoast,westcoast_T173,Roepera,spinosa,9736,Roepera spinosa,1,0,1,0,80,no,1
T173,westcoast,westcoast_T173,Cineraria,geifolia,2160,Cineraria geifolia,0.75,0,2,0,40,no,1
T173,westcoast,westcoast_T173,Asparagus,rubicundus,1255,Asparagus rubicundus,0.5,0.5,4,0,40,yes,1
T173,westcoast,westcoast_T173,Ehrharta,calycina,3442,Ehrharta calycina,0.5,0,50,0,10,yes,1
T173,westcoast,westcoast_T173,Ruschia,macowanii,9922,Ruschia macowanii,0.5,0,1,0,80,yes,1
T175,westcoast,westcoast_T175,Gymnosporia,buxifolia,5275,Gymnosporia buxifolia,26.25,1.25,53,6,70,yes,NA
T175,westcoast,westcoast_T175,Senecio,sarcoides,10395,Senecio sarcoides,14.25,0,35,0,72.5,no,NA
T175,westcoast,westcoast_T175,Othonna,cylindrica,8227,Othonna cylindrica,9.75,0,25,0,62.5,no,NA
T175,westcoast,westcoast_T175,Osteospermum,moniliferum,8144,Osteospermum moniliferum,8.75,0,12,0,67.5,no,NA
T175,westcoast,westcoast_T175,Euphorbia,burmanii,4460,Euphorbia burmanii,5.75,0,19,0,50,no,NA
T175,westcoast,westcoast_T175,Euclea,racemosa,4435,Euclea racemosa,5,0,4,0,115,yes,NA
T175,westcoast,westcoast_T175,Searsia,glauca,10126,Searsia glauca,3.75,0.75,7,4,70,yes,NA
T175,westcoast,westcoast_T175,Pteronia,divaricata,9339,Pteronia divaricata,2,0,2,0,120,no,NA
T175,westcoast,westcoast_T175,Euphorbia,mauritanica,4505,Euphorbia mauritanica,1.25,0,3,0,60,no,NA
T175,westcoast,westcoast_T175,Roepera,morgsana,9725,Roepera morgsana,1.25,0,3,0,50,no,NA
T175,westcoast,westcoast_T175,Ruschia,macowanii,9922,Ruschia macowanii,1.25,0,4,0,40,no,NA
T175,westcoast,westcoast_T175,Salvia,africana-lutea,10003,Salvia africana-lutea,0.75,0,2,0,80,yes,NA
T175,westcoast,westcoast_T175,Thesium,spinosum,11098,Thesium spinosum,0.75,0,1,0,80,no,NA
T176,westcoast,westcoast_T176,Willdenowia,incurvata,11622,Willdenowia incurvata,32.5,1,32,4,145,no,NA
T176,westcoast,westcoast_T176,Passerina,corymbosa,8513,Passerina corymbosa,7,0.25,12,2,83.33333333333333,no,NA
T176,westcoast,westcoast_T176,Othonna,coronopifolia,8223,Othonna coronopifolia,6.5,0.75,9,1,87.5,no,NA
T176,westcoast,westcoast_T176,Ruschia,macowanii,9922,Ruschia macowanii,5.5,0,17,0,43.333333333333336,no,NA
T176,westcoast,westcoast_T176,Cissampelos,capensis,2166,Cissampelos capensis,5.25,0,12,0,60,no,NA
T176,westcoast,westcoast_T176,Tetragonia,fruticosa,10898,Tetragonia fruticosa,5,0,4,0,80,yes,NA
T176,westcoast,westcoast_T176,Clutia,alaternoides,2319,Clutia alaternoides,4.5,0,16,0,53.333333333333336,no,NA
T176,westcoast,westcoast_T176,Diospyros,austro-africana,3083,Diospyros austro-africana,4.25,0.25,5,1,110,yes,NA
T176,westcoast,westcoast_T176,Helichrysum,revolutum,5479,Helichrysum revolutum,3.5,0,8,0,55,no,NA
T176,westcoast,westcoast_T176,Gymnosporia,buxifolia,5275,Gymnosporia buxifolia,2,0.5,2,1,100,yes,NA
T176,westcoast,westcoast_T176,Euphorbia,mauritanica,4505,Euphorbia mauritanica,1.5,0,4,0,80,no,NA
T176,westcoast,westcoast_T176,Otholobium,venustum,8209,Otholobium venustum,1.5,0,3,0,70,no,NA
T176,westcoast,westcoast_T176,Stachys,bolusii,10647,Stachys bolusii,1,0,5,0,30,yes,NA
T177,westcoast,westcoast_T177,Olea,exasperata,8007,Olea exasperata,37.5,3.25,28,3,103.75,yes,1
T177,westcoast,westcoast_T177,Asparagus,rubicundus,1255,Asparagus rubicundus,10,1.5,50,0,42.5,yes,NA
T177,westcoast,westcoast_T177,Salvia,lanceolata,10011,Salvia lanceolata,8.25,1,7,0,88.75,no,1
T177,westcoast,westcoast_T177,Dasispermum,suffruticosum,2881,Dasispermum suffruticosum,7.25,0,43,0,27.5,no,1
T177,westcoast,westcoast_T177,Eriocephalus,racemosus,4311,Eriocephalus racemosus,3,0,8,0,70,no,1
T177,westcoast,westcoast_T177,Osteospermum,incanum,8139,Osteospermum incanum,3,0.75,9,2,70,no,1
T177,westcoast,westcoast_T177,Crassula,expansa,2584,Crassula expansa,2.5,0,14,0,30,yes,1
T177,westcoast,westcoast_T177,Willdenowia,incurvata,11622,Willdenowia incurvata,2.5,2.5,3,0,110,yes,1
T177,westcoast,westcoast_T177,Ruschia,macowanii,9922,Ruschia macowanii,2.25,0.5,7,0,55,yes,1
T177,westcoast,westcoast_T177,Muraltia,spinosa,7803,Muraltia spinosa,2,0,1,0,180,no,1
T177,westcoast,westcoast_T177,Crassula,thunbergiana,2655,Crassula thunbergiana,1.5,0,25,0,20,yes,1
T177,westcoast,westcoast_T177,Roepera,spinosa,9736,Roepera spinosa,1.5,0.25,1,0,110,no,1
T177,westcoast,westcoast_T177,Roepera,morgsana,9725,Roepera morgsana,1,0,2,0,80,no,1
T177,westcoast,westcoast_T177,Anthospermum,aethiopicum,654,Anthospermum aethiopicum,0.75,0,2,0,75,no,1
T177,westcoast,westcoast_T177,Anthospermum,prostratum,665,Anthospermum prostratum,0.75,0,3,0,40,yes,1
T177,westcoast,westcoast_T177,Euphorbia,burmanii,4460,Euphorbia burmanii,0.75,0.25,1,0,80,no,1
T177,westcoast,westcoast_T177,Euphorbia,mauritanica,4505,Euphorbia mauritanica,0.75,0,1,0,80,no,1
T177,westcoast,westcoast_T177,Putterlickia,pyracantha,9415,Putterlickia pyracantha,0.75,0.5,3,0,45,no,1
T177,westcoast,westcoast_T177,Zaluzianskya,villosa,11709,Zaluzianskya villosa,0.75,0,50,0,5,no,1
T177,westcoast,westcoast_T177,Tetragonia,fruticosa,10898,Tetragonia fruticosa,0.5,0,1,0,80,yes,1
T178,westcoast,westcoast_T178,Gymnosporia,buxifolia,5275,Gymnosporia buxifolia,30,1,24,4,95,yes,NA
T178,westcoast,westcoast_T178,Willdenowia,incurvata,11622,Willdenowia incurvata,13.75,0,8,0,156.66666666666666,no,NA
T178,westcoast,westcoast_T178,Ruschia,macowanii,9922,Ruschia macowanii,7.5,0.5,21,3,60,no,NA
T178,westcoast,westcoast_T178,Searsia,glauca,10126,Searsia glauca,7.5,0,2,0,250,no,NA
T178,westcoast,westcoast_T178,Ehrharta,calycina,3442,Ehrharta calycina,6.25,0,70,0,40,yes,NA
T178,westcoast,westcoast_T178,Eriocephalus,racemosus,4311,Eriocephalus racemosus,4.25,0,7,0,80,no,NA
T178,westcoast,westcoast_T178,Pteronia,divaricata,9339,Pteronia divaricata,2.5,0,3,0,70,no,NA
T178,westcoast,westcoast_T178,Tetragonia,fruticosa,10898,Tetragonia fruticosa,2.25,0,4,0,70,no,NA
T178,westcoast,westcoast_T178,Grielum,grandiflorum,5263,Grielum grandiflorum,1.25,0,9,0,60,yes,1
T178,westcoast,westcoast_T178,Helichrysum,revolutum,5479,Helichrysum revolutum,1.25,0,4,0,80,no,NA
T178,westcoast,westcoast_T178,Hermannia,scordifolia,5684,Hermannia scordifolia,1.25,0,6,0,60,yes,NA
T178,westcoast,westcoast_T178,Oncosiphon,suffruticosus,8019,Oncosiphon suffruticosus,1.25,0,40,0,15,no,1
T178,westcoast,westcoast_T178,Senecio,elegans,10330,Senecio elegans,0.75,0,1,0,70,no,1
T178,westcoast,westcoast_T178,Cotyledon,orbiculata,2537,Cotyledon orbiculata,0.5,0,3,0,40,no,NA
T179,cederberg,cederberg_T179,Hypodiscus,neesii,5887,Hypodiscus neesii,41.25,0,118,0,40,yes,NA
T179,cederberg,cederberg_T179,Cannomois,parviflora,1780,Cannomois parviflora,21.25,0,70,0,37.5,yes,NA
T179,cederberg,cederberg_T179,Acrosanthes,humifusa,77,Acrosanthes humifusa,9.5,0,48,0,50,yes,NA
T179,cederberg,cederberg_T179,Elytropappus,gnaphaloides,3525,Elytropappus gnaphaloides,4,0,29,0,37.5,no,NA
T179,cederberg,cederberg_T179,Lobostemon,glaucophyllus,6934,Lobostemon glaucophyllus,2.75,0,3,0,76.66666666666667,yes,NA
T179,cederberg,cederberg_T179,Diosma,hirsuta,3066,Diosma hirsuta,2,0,15,0,26.666666666666668,no,NA
T179,cederberg,cederberg_T179,Leucadendron,pubescens,6713,Leucadendron pubescens,2,0,7,0,46.666666666666664,no,NA
T179,cederberg,cederberg_T179,Phylica,ambigua,8869,Phylica ambigua,1.75,0,12,0,26.666666666666668,no,NA
T179,cederberg,cederberg_T179,Prismatocarpus,diffusus,9112,Prismatocarpus diffusus,1.25,0,15,0,30,no,NA
T179,cederberg,cederberg_T179,Erica,inaequalis,3894,Erica inaequalis,0.75,0,5,0,40,no,NA
T180,westcoast,westcoast_T180,Willdenowia,incurvata,11622,Willdenowia incurvata,23.75,0,8,0,133.33333333333334,no,NA
T180,westcoast,westcoast_T180,Euclea,racemosa,4435,Euclea racemosa,21.75,0.5,18,2,107.5,yes,NA
T180,westcoast,westcoast_T180,Eriocephalus,racemosus,4311,Eriocephalus racemosus,11.25,0.25,24,1,62.5,no,NA
T180,westcoast,westcoast_T180,Asparagus,capensis,1229,Asparagus capensis,5,0.25,12,1,70,no,NA
T180,westcoast,westcoast_T180,Anthospermum,spathulatum,667,Anthospermum spathulatum,4,0,14,0,56.666666666666664,no,NA
T180,westcoast,westcoast_T180,Colpoon,compressum,2377,Colpoon compressum,3.75,0,2,0,100,no,NA
T180,westcoast,westcoast_T180,Euphorbia,burmanii,4460,Euphorbia burmanii,3,0,7,0,50,no,NA
T180,westcoast,westcoast_T180,Salvia,africana-lutea,10003,Salvia africana-lutea,3,0,5,0,50,yes,NA
T180,westcoast,westcoast_T180,Searsia,glauca,10126,Searsia glauca,2,0,2,0,90,no,NA
T180,westcoast,westcoast_T180,Gymnosporia,buxifolia,5275,Gymnosporia buxifolia,1.25,0,3,0,60,yes,NA
T180,westcoast,westcoast_T180,Helichrysum,revolutum,5479,Helichrysum revolutum,1,0,3,0,60,no,NA
T180,westcoast,westcoast_T180,Cotyledon,orbiculata,2537,Cotyledon orbiculata,0.5,0,2,0,60,no,NA
T181,westcoast,westcoast_T181,Willdenowia,incurvata,11622,Willdenowia incurvata,21.75,0,19,0,130,no,NA
T181,westcoast,westcoast_T181,Calobota,sericea,1764,Calobota sericea,21.25,0.5,10,1,125,yes,NA
T181,westcoast,westcoast_T181,Clutia,alaternoides,2319,Clutia alaternoides,11.25,0.75,24,1,52.5,no,NA
T181,westcoast,westcoast_T181,Helichrysum,revolutum,5479,Helichrysum revolutum,8,0,20,0,56.666666666666664,no,NA
T181,westcoast,westcoast_T181,Othonna,coronopifolia,8223,Othonna coronopifolia,4.75,0.5,3,1,180,no,NA
T181,westcoast,westcoast_T181,Gymnosporia,buxifolia,5275,Gymnosporia buxifolia,3.75,0,3,0,80,yes,NA
T181,westcoast,westcoast_T181,Cotyledon,orbiculata,2537,Cotyledon orbiculata,2.75,0,7,0,95,no,NA
T181,westcoast,westcoast_T181,Cissampelos,capensis,2166,Cissampelos capensis,2,0,5,0,120,no,NA
T181,westcoast,westcoast_T181,Searsia,glauca,10126,Searsia glauca,2,0,1,0,400,yes,NA
T181,westcoast,westcoast_T181,Diosma,aspalathoides,3058,Diosma aspalathoides,1.75,0,5,0,55,no,NA
T181,westcoast,westcoast_T181,Otholobium,venustum,8209,Otholobium venustum,1,0,1,0,90,no,NA
T181,westcoast,westcoast_T181,Tetragonia,fruticosa,10898,Tetragonia fruticosa,1,0,3,0,60,no,NA
T182,westcoast,westcoast_T182,Euclea,racemosa,4435,Euclea racemosa,30.5,1.25,38,6,82.5,yes,NA
T182,westcoast,westcoast_T182,Pterocelastrus,tricuspidatus,9327,Pterocelastrus tricuspidatus,15,0,7,0,113.33333333333333,yes,NA
T182,westcoast,westcoast_T182,Pelargonium,gibbosum,8609,Pelargonium gibbosum,11,0.5,19,1,65,yes,NA
T182,westcoast,westcoast_T182,Maytenus,lucida,7172,Maytenus lucida,10.75,0,7,0,85,yes,NA
T182,westcoast,westcoast_T182,Osteospermum,moniliferum,8144,Osteospermum moniliferum,5,0,10,0,60,no,NA
T182,westcoast,westcoast_T182,Limonium,perigrinum,6818,Limonium perigrinum,3.5,0,11,0,43.333333333333336,yes,NA
T182,westcoast,westcoast_T182,Ruschia,macowanii,9922,Ruschia macowanii,2,0,9,0,50,no,NA
T182,westcoast,westcoast_T182,Salvia,africana-lutea,10003,Salvia africana-lutea,2,0,2,0,70,yes,NA
T182,westcoast,westcoast_T182,Asparagus,rubicundus,1255,Asparagus rubicundus,1.5,0,5,0,50,yes,NA
T183,westcoast,westcoast_T183,Putterlickia,pyracantha,9415,Putterlickia pyracantha,13,0,29,0,51.25,no,1
T183,westcoast,westcoast_T183,Colpoon,compressum,2377,Colpoon compressum,10,0,1,0,440,no,1
T183,westcoast,westcoast_T183,Osteospermum,incanum,8139,Osteospermum incanum,10,0,7,0,120,no,1
T183,westcoast,westcoast_T183,Eriocephalus,racemosus,4311,Eriocephalus racemosus,6.75,0,11,0,58.75,no,1
T183,westcoast,westcoast_T183,Euclea,racemosa,4435,Euclea racemosa,6.25,0,2,0,89,no,1
T183,westcoast,westcoast_T183,Othonna,cylindrica,8227,Othonna cylindrica,4.5,0,4,0,67.5,no,1
T183,westcoast,westcoast_T183,Asparagus,capensis,1229,Asparagus capensis,3.75,1.25,9,2,35,no,1
T183,westcoast,westcoast_T183,Gymnosporia,buxifolia,5275,Gymnosporia buxifolia,3.75,1,7,2,35,no,1
T183,westcoast,westcoast_T183,Tetragonia,fruticosa,10898,Tetragonia fruticosa,3.75,0,4,0,80,no,1
T183,westcoast,westcoast_T183,Othonna,coronopifolia,8223,Othonna coronopifolia,1.25,0,1,0,86,no,1
T183,westcoast,westcoast_T183,Salvia,lanceolata,10011,Salvia lanceolata,1.25,0,5,0,30,no,1
T183,westcoast,westcoast_T183,Roepera,morgsana,9725,Roepera morgsana,1,0,1,0,60,no,1
T183,westcoast,westcoast_T183,Helichrysum,revolutum,5479,Helichrysum revolutum,0.5,0,2,0,30,no,1
T184,westcoast,westcoast_T184,Willdenowia,incurvata,11622,Willdenowia incurvata,20,1.75,22,2,110,no,1
T184,westcoast,westcoast_T184,Eriocephalus,racemosus,4311,Eriocephalus racemosus,16.25,1.25,11,1,136.25,no,1
T184,westcoast,westcoast_T184,Searsia,glauca,10126,Searsia glauca,8.75,0,1,0,350,no,1
T184,westcoast,westcoast_T184,Salvia,africana-lutea,10003,Salvia africana-lutea,6.25,0.5,4,1,117.5,no,1
T184,westcoast,westcoast_T184,Otholobium,venustum,8209,Otholobium venustum,5,0,3,0,130,no,1
T184,westcoast,westcoast_T184,Tetragonia,fruticosa,10898,Tetragonia fruticosa,3.75,0,1,0,270,no,1
T184,westcoast,westcoast_T184,Aspalathus,ternata,1200,Aspalathus ternata,2.5,0,1,0,210,no,1
T184,westcoast,westcoast_T184,Cassine,peragua,1860,Cassine peragua,2.5,0,1,0,420,no,1
T184,westcoast,westcoast_T184,Othonna,coronopifolia,8223,Othonna coronopifolia,2.5,0,1,0,105,no,1
T184,westcoast,westcoast_T184,Pterocelastrus,tricuspidatus,9327,Pterocelastrus tricuspidatus,2.5,0,2,0,150,no,1
T184,westcoast,westcoast_T184,Osteospermum,incanum,8139,Osteospermum incanum,1.75,0,2,0,95,no,1
T185,outeniqua,outeniqua_T185,Metalasia,densa,7321,Metalasia densa,28,NA,75,NA,80,no,NA
T185,outeniqua,outeniqua_T185,Erica,unicolor,4252,Erica unicolor,12.25,NA,44,NA,71.25,no,NA
T185,outeniqua,outeniqua_T185,Psoralea,affinis,9252,Psoralea affinis,5.75,NA,16,NA,83.75,no,NA
T185,outeniqua,outeniqua_T185,Berzelia,intermedia,1522,Berzelia intermedia,4,NA,7,NA,67.5,yes,NA
T185,outeniqua,outeniqua_T185,Pteridium,aquilinum,9320,Pteridium aquilinum,3.625,NA,23,NA,52.5,yes,NA
T185,outeniqua,outeniqua_T185,Lachnaea,filicaulis,6382,Lachnaea filicaulis,3.25,NA,30,NA,55,no,NA
T185,outeniqua,outeniqua_T185,Protea,neriifolia,9174,Protea neriifolia,2.75,NA,5,NA,63.333333333333336,no,NA
T185,outeniqua,outeniqua_T185,Restio,triticeus,9625,Restio triticeus,2.5,NA,10,NA,50,yes,NA
T185,outeniqua,outeniqua_T185,Thamnochortus,cinereus,10971,Thamnochortus cinereus,1.625,NA,6,NA,55,no,NA
T185,outeniqua,outeniqua_T185,Cunonia,capensis,2710,Cunonia capensis,1.5625,NA,4,NA,60,yes,NA
T185,outeniqua,outeniqua_T185,Phylica,NA,#N/A,Phylica,1.375,NA,7,NA,52.5,no,NA
T185,outeniqua,outeniqua_T185,Diospyros,glabra,3085,Diospyros glabra,1.25,NA,3,NA,65,yes,NA
